is_first_time_recipient,amount_ratio,hour,is_night,velocity_24h,recipient_flagged_count,is_scam
0,0.5457740072093865,15,0,2,0,1
1,1.5653350955690575,3,1,3,0,0
0,1.7085623219059436,7,0,1,0,0
1,1.103390871027284,9,0,0,0,0
1,1.3644826969721033,5,1,0,0,0
0,2.7786869211737297,4,1,0,0,0
0,0.23718257502394227,7,0,0,0,1
1,12.955007124597904,12,0,5,1,1
0,2.2176676700940052,12,0,2,0,0
0,1.4886787846446587,19,0,2,0,0
0,1.0877408204479286,23,1,1,0,0
0,2.4210774400732284,23,1,1,0,0
1,7.681290004567038,8,0,1,0,1
0,0.7239864762765696,7,0,1,0,0
0,0.8092399748121338,14,0,1,0,0
0,0.5454713411841826,0,1,2,0,0
1,2.7430822728840685,3,1,3,1,1
0,0.9686255873769921,19,0,1,0,0
0,0.4906785085865679,11,0,2,0,0
1,2.124457268179231,12,0,3,4,1
0,1.2972029565805336,13,0,0,0,0
0,1.6128443589404995,15,0,2,0,0
0,0.5500866393068687,3,1,3,0,0
0,0.5020021542190833,14,0,1,0,0
0,2.3512559400423,22,0,1,0,0
0,2.001854781597533,13,0,0,0,0
1,5.516649231529547,1,1,0,2,1
1,0.7785108335487425,6,0,1,0,1
1,0.8060191810242182,20,0,0,0,0
0,3.9128049592131924,8,0,3,1,1
0,0.756221479456161,16,0,1,0,0
1,1.8073463066237418,0,1,1,0,1
0,1.424174021506034,23,1,1,0,0
1,0.8749930641283479,19,0,1,0,0
1,7.379557638850339,0,1,2,0,1
0,0.9516010645046643,17,0,2,0,0
1,1.8707276124948944,8,0,1,0,0
0,1.3234326948467898,22,0,4,0,0
1,6.77745375098885,0,1,0,4,1
1,6.965590827079172,17,0,3,2,1
0,6.978639968497906,6,0,2,2,1
1,3.2845470155393173,1,1,0,2,1
1,0.974655280295198,14,0,1,0,0
0,1.7838141968936476,10,0,1,0,0
1,7.46849587925506,16,0,7,0,1
1,3.8109969338937697,7,0,2,2,1
0,2.6607989199623066,4,1,2,3,1
1,2.1201210188511417,3,1,1,2,1
1,8.150452990946054,18,0,4,0,1
0,0.939319388219884,22,0,2,0,0
0,1.3857826722568833,16,0,0,0,0
1,2.7550649815824766,17,0,1,2,1
1,1.0730643058921834,3,1,2,0,0
0,2.5480277496879435,9,0,0,0,0
0,1.527096350416374,7,0,1,0,0
0,5.241732029136376,4,1,2,2,1
1,1.8378793754016198,2,1,4,0,1
0,1.5988195822106581,0,1,2,5,1
0,0.48827565445533744,14,0,0,0,0
0,1.1230864583556206,17,0,1,0,0
0,1.9634651548405566,14,0,1,0,0
1,0.5885564494999236,4,1,2,0,0
0,13.222762571637753,4,1,2,4,1
0,0.3945861821868074,21,0,0,0,0
0,1.2312791325048071,18,0,1,0,0
0,1.0155856423804415,17,0,1,0,0
0,0.6991229053895196,8,0,1,0,0
1,1.9845104394827746,1,1,1,0,0
1,1.0306533939866958,7,0,1,0,0
1,6.8470428292932395,0,1,2,0,1
0,1.641676616350604,10,0,1,0,0
0,0.6096453447946624,23,1,1,0,0
0,0.873043217965467,16,0,3,0,0
0,0.8801233543576367,18,0,1,0,0
0,0.4922323016435066,12,0,1,0,0
0,0.8619308700875115,14,0,1,0,0
0,0.6138489489249478,22,0,0,0,0
0,0.43184239917667083,4,1,3,0,0
0,0.4864236145456979,23,1,2,0,0
0,0.627763374667224,13,0,3,0,0
1,7.849044558484604,18,0,2,0,1
0,0.8649836938220193,15,0,1,0,0
0,1.6251002454902734,23,1,1,0,0
0,1.4934833287552383,7,0,4,0,1
1,1.6169750664875504,13,0,2,2,1
0,2.1400495832823987,8,0,0,0,0
0,1.2670228620524657,10,0,1,0,0
1,0.22712280447158945,9,0,3,0,0
1,1.2381368387088605,16,0,2,0,0
1,3.8778398514264807,4,1,2,1,1
0,6.751382215442431,0,1,5,3,1
0,9.452581510973873,22,0,3,0,1
0,1.0591502712930225,13,0,0,0,0
1,1.5190711428564538,13,0,1,0,1
0,0.979318248757283,15,0,1,0,0
1,7.107459825537409,9,0,6,2,1
1,9.239290518397002,2,1,2,0,1
1,5.790963473286941,5,1,2,0,1
0,0.7663351262307936,11,0,0,0,0
0,1.1029253205497613,6,0,3,0,0
0,0.8313306502079921,20,0,3,0,1
0,0.5705164539315651,22,0,2,0,1
1,2.033858996169833,18,0,4,2,1
1,11.5521852868591,6,0,0,1,1
1,3.81397756057172,5,1,3,1,1
1,0.49121123270614975,19,0,0,0,0
0,0.36982727289295514,12,0,1,0,0
1,3.6100823368132215,0,1,3,0,1
1,0.6412150957572269,15,0,2,0,0
0,1.3703644271887307,9,0,1,0,0
1,0.5239101313089497,12,0,0,0,0
0,1.0299367528195391,20,0,2,0,0
0,3.967450279740425,6,0,3,1,1
1,0.8358520320074664,8,0,1,0,0
0,1.0366892027198225,20,0,3,0,0
0,1.920078076219884,12,0,0,0,0
1,6.937652216736078,0,1,7,4,1
0,1.3417577031856434,15,0,0,0,0
1,8.376079542381905,17,0,3,0,1
1,1.0321784583294202,15,0,2,0,0
0,2.14237825009199,4,1,1,0,1
0,0.7207998017607917,13,0,0,0,0
0,4.369334337770095,9,0,4,1,1
0,0.9992143065842423,15,0,1,0,0
0,0.7899469562010858,8,0,0,0,0
1,1.313958866338071,5,1,2,0,1
1,3.290874694966387,0,1,2,2,1
0,1.8315731021361927,15,0,0,0,0
0,1.132023518196471,16,0,2,0,0
0,0.5796190646305875,7,0,1,0,0
0,0.7112643251467008,7,0,0,0,0
0,1.0150608932396716,14,0,1,0,0
0,1.5648697937626197,14,0,1,0,0
0,0.6689715402012869,14,0,3,0,0
0,0.479921908023117,23,1,1,0,0
1,23.746693845485247,0,1,5,3,1
0,1.4971279276936005,23,1,1,0,0
1,19.111375505606066,5,1,2,2,1
0,0.943234744878343,7,0,2,0,0
0,0.9795997333587579,14,0,1,0,0
0,0.4487213600014394,9,0,1,0,0
1,1.6768293535713845,9,0,0,0,0
0,1.1380483577708833,11,0,0,0,0
1,1.0019938955417618,6,0,4,1,1
1,0.7704271569393024,8,0,0,0,0
1,1.274509347982947,15,0,3,0,0
1,2.1723415117835434,1,1,4,0,1
1,6.472630698276588,5,1,1,3,1
0,0.5806438756242133,17,0,1,0,0
0,0.3917983881406729,0,1,1,0,0
0,1.5798441327856516,23,1,1,0,0
0,0.7676184113184422,8,0,1,0,0
0,0.7170898832816717,16,0,1,0,0
1,4.968474383051372,12,0,2,0,1
1,1.5211952052349964,6,0,3,0,1
1,4.147197304966572,0,1,3,0,1
0,0.7146985382738029,16,0,0,0,0
1,1.346243488222778,11,0,2,0,0
0,1.67945897880629,20,0,1,0,0
0,1.4895466993020618,20,0,2,0,0
1,3.541294997645462,5,1,5,2,1
0,1.3276613367107233,9,0,2,0,0
0,0.5442743400697516,7,0,1,0,0
1,0.7602007248468489,15,0,2,0,0
0,0.9708427342698305,23,1,1,0,0
0,1.1144794092483812,3,1,0,0,1
0,2.043739460634231,20,0,4,0,0
0,3.0336276845137746,6,0,4,0,1
0,0.6142266977359035,6,0,0,0,0
1,0.5589498341138315,3,1,1,0,0
0,0.5100198224699619,15,0,1,0,0
0,1.5425216133271107,18,0,3,0,0
1,1.080313875703309,8,0,0,0,1
1,0.7572241400892,3,1,3,0,0
0,1.59711712711625,2,1,1,0,0
0,0.47115696977069615,23,1,0,0,0
1,3.7751997911210107,3,1,0,1,1
0,1.3405918099482717,11,0,1,0,0
0,1.0804758489582522,10,0,0,0,0
0,0.6197596813486168,11,0,3,0,0
0,1.3780257478773035,17,0,2,0,0
0,2.108300877811107,23,1,1,0,0
1,11.236878107096622,4,1,5,0,1
0,1.334347829552031,17,0,1,0,0
1,9.038595191871691,1,1,4,5,1
1,2.2869172434280767,6,0,0,1,1
0,1.1636063926351796,11,0,1,0,0
0,0.8879482460153553,23,1,0,0,0
0,1.2963916083365743,15,0,1,0,0
1,7.198724581474942,0,1,2,0,1
0,1.0887418508409874,12,0,0,0,0
0,1.1330857884489292,16,0,0,0,0
0,0.9103214379306654,18,0,0,0,1
0,0.6078390737266526,19,0,1,0,0
0,2.0503223175897918,10,0,2,0,0
0,0.8734539621913662,20,0,2,0,0
0,0.6374142696162621,21,0,1,0,0
1,1.1793837379602272,12,0,0,0,0
0,1.9169298477987857,5,1,2,0,0
1,0.526804575408873,8,0,1,0,0
0,1.098517229135492,23,1,1,0,0
0,1.436392366974998,14,0,0,0,0
1,9.06041146579255,1,1,4,0,1
0,1.4652913726028178,7,0,0,0,0
0,0.8043637100002433,21,0,0,0,0
1,1.1564634392691628,8,0,3,0,0
0,0.9391188521016807,9,0,1,0,0
0,0.6801633335694245,11,0,1,0,0
1,1.9648370850663492,11,0,3,0,0
1,6.297431071352594,8,0,2,3,1
0,2.0430716851727104,4,1,2,0,1
1,2.974109463364827,20,0,1,0,0
0,2.441613758465417,23,1,3,0,0
0,0.8638054151466773,7,0,0,0,0
1,2.29172723519644,16,0,0,0,0
0,14.371332036268791,16,0,4,0,1
0,0.8956109178262753,9,0,0,0,0
1,3.233675504149094,2,1,3,0,1
0,0.5342375059386161,19,0,2,0,0
1,0.6137346539808897,7,0,0,0,0
0,3.250795909814958,15,0,0,0,0
0,0.6086454579992937,15,0,3,0,0
1,1.99311202393974,1,1,3,2,1
1,6.835711149802081,10,0,0,0,1
0,4.796219187791068,5,1,4,1,1
1,4.620173111197708,18,0,3,3,1
0,0.5188944619029352,14,0,1,0,0
0,1.2913798319151888,12,0,0,0,0
0,1.319922260063153,15,0,1,0,0
0,2.586408225509882,15,0,1,0,0
0,1.0308044826728595,9,0,4,0,0
0,1.1673152102556206,14,0,3,0,0
1,2.7633587863178755,22,0,3,1,1
1,7.604555351976532,5,1,6,0,1
1,5.950040547915973,0,1,1,5,1
0,1.2816797434256895,15,0,1,0,0
1,3.1218974590668163,0,1,3,0,1
1,1.1069220529452963,15,0,3,0,0
0,1.0550123942937293,13,0,1,0,0
0,1.6858096401805254,15,0,2,0,0
1,1.996580803981597,7,0,1,0,0
1,1.4418207104120813,20,0,2,0,0
1,4.79739494364347,7,0,3,3,1
0,1.193482184029843,16,0,2,0,0
1,10.821438858827227,5,1,2,2,1
1,4.485696938423239,0,1,1,3,1
0,0.8051492098496876,18,0,3,0,0
0,0.7284756167513119,16,0,1,0,0
1,3.101156141982759,9,0,3,0,1
1,5.180061617372081,5,1,1,0,1
1,4.123928772480639,2,1,0,0,1
0,0.9961197832841756,16,0,0,0,0
0,1.3063591295752333,18,0,2,0,0
0,0.7668785734758402,16,0,1,0,0
1,0.7321002837863508,16,0,1,0,0
1,6.3955122042297345,3,1,3,2,1
0,1.3557315615428747,18,0,0,0,0
0,0.8225559278242635,23,1,0,0,0
0,6.480330321097588,8,0,4,4,1
0,0.3652945379832725,21,0,1,0,0
0,1.852890355341083,5,1,2,0,0
0,1.1627363543767366,20,0,0,0,0
0,0.9532126623320135,20,0,1,0,0
0,1.8429098105745074,7,0,1,0,0
1,0.5840398027564477,18,0,1,0,0
0,1.7127839347647293,14,0,1,0,0
1,3.649635303023647,11,0,7,3,1
0,1.7950547003226665,5,1,1,0,0
0,0.8675783079711954,10,0,1,0,0
0,1.4699158810453214,22,0,2,0,0
1,0.47931218662833647,17,0,2,0,0
0,1.315861306351091,11,0,0,0,0
0,1.2508927733326223,23,1,1,0,0
1,5.361789212792038,17,0,0,3,1
1,5.2741682518229664,2,1,3,3,1
1,3.819038604113805,5,1,4,4,1
0,2.211596524670014,19,0,1,0,0
0,2.216789158605981,19,0,1,0,0
0,1.3009689382747869,2,1,2,0,0
1,2.057882812215089,3,1,3,0,1
1,1.6077209954768292,10,0,1,0,0
1,0.8209554566998953,15,0,1,0,0
0,0.8875043453001217,23,1,0,0,0
0,4.181081255107488,3,1,2,0,1
1,7.848960735286865,6,0,3,4,1
1,1.4054080482172795,18,0,1,0,0
0,0.8331620054153821,9,0,3,0,0
0,1.023634595284503,13,0,1,0,0
0,0.9994935120400452,23,1,0,0,0
0,0.9964829291660501,13,0,2,0,1
1,4.10746865329848,0,1,4,2,1
0,0.8253890212706101,15,0,0,0,0
0,1.0530898766430452,10,0,2,0,0
0,0.7171374582304154,17,0,2,0,0
0,0.48058420177957095,9,0,2,0,0
0,4.719241454911394,12,0,3,2,1
0,0.7329024220122411,20,0,0,0,0
1,1.202230169259829,4,1,2,0,0
0,1.452388016672389,22,0,0,0,0
0,1.8941044319968627,2,1,1,0,0
0,0.9642270069425258,17,0,0,0,0
0,0.8990475037836381,22,0,1,0,0
0,2.744715293792264,5,1,0,3,1
0,1.092816760805547,21,0,1,0,0
0,1.3662866113453684,2,1,2,0,0
1,1.4163178187032546,8,0,2,5,1
0,1.3311561652567818,16,0,1,0,0
0,1.4179931233121512,4,1,0,0,0
1,5.695496069058501,1,1,0,4,1
0,2.8869963295290546,13,0,1,0,0
0,1.3795987413032202,23,1,1,0,0
0,1.1642478114597383,5,1,2,0,1
0,0.5116174485520613,14,0,1,0,0
0,0.8062892941799387,16,0,1,0,0
0,0.8149527415057048,5,1,2,0,0
0,0.7855687833403133,0,1,0,0,0
0,0.8934846749305454,15,0,2,0,0
0,0.5239718062374745,23,1,1,0,0
0,1.10246875364421,10,0,3,0,0
1,3.2909822961341733,5,1,4,0,1
0,1.1597552603533432,16,0,3,0,0
1,1.9479325106996666,3,1,5,5,1
0,1.3759648292850337,14,0,1,0,0
0,0.48901181472844546,20,0,2,0,0
0,1.3924134943606747,14,0,1,0,0
0,1.8226235962135566,15,0,1,0,0
0,0.7575959761012258,20,0,1,0,0
0,0.5598179860588307,15,0,2,0,0
1,0.7752304685554411,3,1,0,0,0
1,3.5787766382702753,22,0,5,1,1
0,1.1368326168753211,12,0,0,0,0
0,0.6014692979066893,5,1,1,0,0
1,1.191334317705244,7,0,5,3,1
0,1.4550992794813247,17,0,0,0,0
0,0.9314434455304529,12,0,2,0,0
0,8.260849892251763,12,0,3,5,1
0,0.5067724416181728,10,0,0,0,0
0,1.06971471230902,14,0,1,0,0
0,1.144696783025954,13,0,1,0,0
0,0.43842319458476275,17,0,2,0,0
0,1.0632117530846728,16,0,1,0,0
1,5.883640844289944,0,1,5,2,1
1,0.8934045969569184,10,0,0,0,0
0,0.6717433658386848,23,1,2,0,0
1,4.929823854675492,17,0,5,0,1
0,0.8755356609781267,11,0,0,0,0
0,1.4861760491358098,12,0,0,0,0
0,0.9851311256334396,22,0,1,0,0
1,0.5248846117635667,17,0,2,0,0
1,1.0939348902156023,11,0,2,0,0
1,0.48582437382841165,11,0,1,0,0
1,1.6125026984976287,0,1,0,0,1
0,0.9519688158818153,12,0,0,0,0
0,1.1898820995723647,20,0,2,0,0
0,1.1085596059996186,6,0,1,0,1
0,1.551278561840045,5,1,1,0,0
0,4.507356107740278,0,1,3,1,1
1,1.5203288717280452,9,0,2,0,0
1,0.5670169844542048,15,0,3,0,1
0,0.4587689191276764,12,0,0,0,0
0,0.7958619875093413,23,1,2,0,0
0,0.2702589237982604,19,0,2,0,0
1,3.9537167184139554,18,0,3,0,1
0,1.354627782570925,17,0,3,0,0
1,2.886905376778121,23,1,1,0,0
0,1.4854971034588875,16,0,1,0,0
1,1.8547303075645667,11,0,0,0,0
0,0.9060513699201544,13,0,2,0,0
0,1.092529557491756,5,1,5,0,0
1,1.9176624109792249,2,1,0,0,1
0,0.6774950619749266,10,0,3,0,0
1,3.4503274483266946,15,0,1,0,1
0,15.532237937206155,1,1,2,4,1
0,2.149280475081665,0,1,1,0,1
0,0.46336825562259654,13,0,1,0,0
0,0.7928655726683718,10,0,1,0,0
0,1.0602345073578454,7,0,1,0,0
0,2.0384507470378406,8,0,0,0,0
0,0.7070040723505933,22,0,4,0,0
0,1.1910579698642603,12,0,1,0,1
1,0.9131769876633907,13,0,2,0,0
0,1.4122300923036146,15,0,1,0,0
0,1.121010309633458,13,0,1,0,0
1,0.8347398058086365,14,0,1,0,0
0,2.373509712186272,6,0,3,5,1
1,11.784834465158138,7,0,4,0,1
0,0.5010693447450951,23,1,0,0,0
1,0.30776599173305513,23,1,1,0,0
1,11.841058977588132,0,1,1,3,1
1,5.462936904873459,4,1,3,0,1
0,1.6509962814805152,11,0,2,0,0
0,0.9557871152732355,11,0,1,0,0
0,2.059705432126005,7,0,0,0,0
0,0.5196771496954756,20,0,2,0,0
0,1.020045019716141,16,0,2,0,0
0,1.2659848192436307,17,0,1,0,0
1,1.5435552967286716,7,0,1,0,1
1,1.7297486982806007,4,1,1,0,0
0,0.3450435041231462,12,0,1,0,0
1,3.886979921245948,21,0,2,0,1
0,1.0054156543523587,16,0,1,0,0
0,0.5503599609576236,10,0,2,0,0
1,0.9393529290354438,16,0,2,0,0
0,12.108560562248453,2,1,1,1,0
1,1.310218746725661,0,1,1,5,1
1,3.4605329291422118,0,1,6,3,1
1,0.632814430919051,0,1,1,0,0
1,16.994269001593455,10,0,6,1,1
0,2.159605882549206,17,0,0,0,0
0,0.767421017444753,13,0,1,0,0
0,0.48187681654623726,6,0,1,0,0
0,0.38950413198817424,16,0,1,0,0
0,0.5723715535740495,12,0,3,0,0
0,0.5642815747671094,13,0,1,0,0
1,1.9677116616320782,0,1,2,5,1
0,1.2429687717240818,16,0,0,0,0
0,0.6880254752714705,17,0,2,0,0
0,2.603594577535095,11,0,1,0,0
0,1.9155835409733823,7,0,2,0,0
0,2.1376216613993346,23,1,3,0,1
1,1.04748801510398,18,0,0,0,0
0,2.0474748498069686,23,1,3,0,0
0,0.828571541442045,18,0,3,0,0
1,1.3019292130598947,21,0,2,4,1
1,5.840004481045487,3,1,2,0,1
1,2.5365779102075603,0,1,1,1,1
0,1.173682030649327,16,0,3,0,0
0,0.939131443020047,22,0,0,0,0
1,1.4647060703286205,23,1,0,0,0
0,0.9421559946836798,5,1,1,0,0
1,4.120462374580652,0,1,2,0,1
0,0.7489931355935595,11,0,1,0,0
1,2.360969067810197,0,1,2,2,1
1,4.5185427894766015,20,0,1,2,1
1,1.4658719859222864,13,0,3,0,0
0,1.5891326653670859,12,0,0,0,0
1,6.726379547873693,12,0,0,0,1
0,1.0589652144256605,16,0,2,0,0
1,3.7386971985514497,14,0,5,4,1
1,2.9138507550950465,15,0,3,2,1
0,2.3719422713900684,6,0,2,0,0
1,6.023625153099202,2,1,5,3,1
0,1.2553450660494045,17,0,1,0,0
0,4.2519731221721875,0,1,3,0,1
0,0.9362509187376341,8,0,2,0,0
0,0.4995204862242137,11,0,1,0,0
0,0.7493316607177221,21,0,3,0,0
1,5.279463203889293,12,0,2,0,1
1,9.49823904898068,7,0,2,0,1
1,3.244281922266224,13,0,1,0,0
1,4.154155281935752,0,1,2,2,1
0,2.743292316873172,5,1,4,0,1
0,7.23523905896201,4,1,1,2,1
1,3.207565813030636,9,0,1,0,1
0,0.900068433220813,17,0,0,0,0
1,1.4094451687662297,23,1,0,0,0
1,4.160524759198968,22,0,3,0,1
1,2.210020773987738,22,0,0,0,0
0,1.414301715903027,15,0,4,0,0
0,0.7503826112209305,3,1,1,0,0
1,6.686062986435338,11,0,5,1,1
1,4.216964745810966,7,0,1,0,1
1,5.185744101868468,4,1,6,0,1
1,0.5599666180775381,15,0,0,0,0
1,2.001200894785273,0,1,3,3,1
0,1.8919958351083273,5,1,0,0,0
0,0.6321842206650418,12,0,4,0,0
0,0.6203544775875306,18,0,1,0,0
0,1.0670428824300562,16,0,1,0,0
1,4.166490170919305,0,1,0,1,1
1,5.351335832021224,0,1,0,2,1
0,2.491460397172869,9,0,0,0,0
0,0.7675602118073589,17,0,2,0,0
1,3.1506301698639936,9,0,5,0,1
1,10.852319314704264,15,0,7,1,1
1,1.50309553979089,4,1,4,4,1
1,2.9346362718906622,16,0,0,3,1
0,0.9936717072150033,18,0,1,0,0
0,1.124344777910809,20,0,0,0,0
0,3.077485688648755,17,0,3,0,1
0,4.9034166831892465,18,0,0,0,0
1,3.3446158553460466,16,0,3,1,1
1,1.3295036855272422,23,1,4,0,0
1,1.3370336771228537,6,0,3,3,1
0,0.6793644444187775,16,0,1,0,0
1,2.7594614922219036,0,1,3,5,1
0,1.1944527197007941,22,0,1,0,0
1,3.2689859804353976,0,1,1,0,1
0,1.3095967433477838,14,0,1,0,0
0,0.7090350011148008,13,0,0,0,0
1,2.410587625594388,2,1,4,0,1
0,1.3041389036941702,13,0,5,0,0
0,0.9435559247833839,14,0,1,0,0
1,6.518409136837255,3,1,1,0,1
0,4.882566153817967,0,1,4,2,1
0,3.202406851596791,14,0,0,0,0
0,1.4745474318620895,11,0,1,0,0
1,12.7432325762952,9,0,9,0,1
1,3.392595251598718,6,0,1,1,1
0,1.4478960921197055,5,1,2,0,0
1,0.5434180441517672,17,0,0,0,0
0,0.3923660274311085,17,0,3,0,0
1,3.3660367784639686,8,0,1,0,0
0,0.6642579281315178,20,0,2,0,0
1,0.9333816597992004,7,0,0,0,1
1,6.170916707275841,0,1,3,4,0
0,1.4744466632607265,5,1,0,0,0
0,13.810753106085091,7,0,0,2,1
1,2.0288596180821608,23,1,2,1,1
0,1.7680028698917714,22,0,2,2,1
0,0.9019259305435918,20,0,3,0,0
0,0.47876266414362284,12,0,1,0,0
1,1.5582450147445925,0,1,0,3,1
1,1.6634595463715833,23,1,1,0,1
0,1.2004324549906815,5,1,0,0,0
1,3.643066593287402,10,0,3,0,1
0,2.0784854893321807,8,0,1,0,0
0,1.0318457115994102,16,0,0,0,0
0,3.7265449096237186,20,0,2,0,1
1,1.165661537067548,12,0,0,0,0
0,1.7251030601047515,14,0,2,0,0
0,0.500889838579819,12,0,1,0,0
1,1.2501525551844292,14,0,1,0,0
0,0.3323971828375181,5,1,1,0,0
0,2.0142284595720334,6,0,2,0,0
0,1.2242601195231566,9,0,0,0,0
0,2.037614449588544,17,0,0,0,0
0,1.090248165737195,12,0,0,0,0
0,1.710244069896016,9,0,3,2,1
1,3.791525619299212,0,1,0,2,1
1,0.513708725198431,11,0,1,0,0
1,1.3931344250447468,14,0,1,0,0
0,0.6018847741991945,15,0,0,0,0
0,0.34027147595647106,9,0,0,0,0
0,1.211930713349738,23,1,1,0,0
1,0.8539396602988819,11,0,3,0,0
0,1.5579635116837247,23,1,0,0,0
1,0.5507248941802041,16,0,1,0,0
0,1.3980177597797627,7,0,0,0,0
0,0.5148054292450505,16,0,0,0,0
0,2.253292590197278,10,0,0,0,0
0,2.296566313881054,12,0,1,1,1
1,7.0297044825712725,10,0,1,0,1
1,4.783314069214072,0,1,5,0,1
1,1.034182535624746,11,0,0,0,0
0,1.233378490490919,8,0,2,0,0
1,1.2563681902703994,21,0,3,0,0
0,1.3310308707996776,15,0,0,0,0
1,1.9508485764812178,2,1,4,0,1
1,1.61098162029336,10,0,2,0,1
0,0.8223677287495891,9,0,1,0,0
1,3.7089815913582136,13,0,1,5,1
0,0.8588550750920849,13,0,0,0,0
1,8.912815002033705,5,1,1,2,1
1,3.8427645154874317,8,0,0,0,1
0,1.2320573341845038,3,1,0,0,0
1,3.7159426725662335,9,0,3,2,1
0,1.4343419703284501,16,0,0,0,0
0,1.412054459795716,9,0,0,0,0
0,0.998162463310447,9,0,2,0,0
0,2.58421222620794,8,0,0,0,1
0,0.6495990128348328,19,0,1,0,0
1,1.0685041640989597,23,1,3,0,0
0,0.755808004634006,12,0,2,0,0
0,0.6655484931648706,23,1,2,0,0
0,1.2428200573339265,12,0,0,0,0
1,2.7089264499430294,9,0,1,0,1
0,1.2788549415927302,8,0,0,0,0
0,1.296802833950047,9,0,1,0,0
0,0.7952379353394868,14,0,2,0,0
0,3.418226341215611,8,0,1,0,0
0,0.7080430860011186,22,0,0,0,0
1,4.111169335693733,1,1,1,0,1
0,0.6754408949875672,17,0,1,0,0
1,1.9147681433165522,1,1,3,2,1
0,1.9297760033733637,22,0,1,0,1
